Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2753862,-,-,-,42.32,-72.91,-5,271,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.2
Year,Month,Day,Hour,Minute,GHI,DNI
2020,2,26,1,15,0,0
2020,2,26,1,30,0,0
2020,2,26,1,45,0,0
2020,2,26,2,0,0,0
2020,2,26,2,15,0,0
2020,2,26,2,30,0,0
2020,2,26,2,45,0,0
2020,2,26,3,0,0,0
2020,2,26,3,15,0,0
2020,2,26,3,30,0,0
2020,2,26,3,45,0,0
2020,2,26,4,0,0,0
2020,2,26,4,15,0,0
2020,2,26,4,30,0,0
2020,2,26,4,45,0,0
2020,2,26,5,0,0,0
2020,2,26,5,15,0,0
2020,2,26,5,30,0,0
2020,2,26,5,45,0,0
2020,2,26,6,0,0,0
2020,2,26,6,15,0,0
2020,2,26,6,30,0,0
2020,2,26,6,45,3,0
2020,2,26,7,0,8,0
2020,2,26,7,15,77,229
2020,2,26,7,30,116,316
2020,2,26,7,45,158,389
2020,2,26,8,0,202,454
2020,2,26,8,15,73,0
2020,2,26,8,30,34,0
2020,2,26,8,45,91,0
2020,2,26,9,0,31,0
2020,2,26,9,15,58,0
2020,2,26,9,30,37,0
2020,2,26,9,45,48,0
2020,2,26,10,0,72,0
2020,2,26,10,15,46,0
2020,2,26,10,30,42,0
2020,2,26,10,45,48,0
2020,2,26,11,0,67,0
2020,2,26,11,15,90,0
2020,2,26,11,30,76,0
2020,2,26,11,45,68,0
2020,2,26,12,0,64,0
2020,2,26,12,15,76,0
2020,2,26,12,30,155,0
2020,2,26,12,45,120,0
2020,2,26,13,0,120,0
2020,2,26,13,15,138,0
2020,2,26,13,30,136,0
2020,2,26,13,45,159,0
2020,2,26,14,0,143,0
2020,2,26,14,15,153,0
2020,2,26,14,30,151,0
2020,2,26,14,45,122,0
2020,2,26,15,0,86,0
2020,2,26,15,15,49,0
2020,2,26,15,30,35,0
2020,2,26,15,45,21,0
2020,2,26,16,0,18,0
2020,2,26,16,15,189,472
2020,2,26,16,30,146,405
2020,2,26,16,45,22,0
2020,2,26,17,0,11,0
2020,2,26,17,15,12,0
2020,2,26,17,30,0,0
2020,2,26,17,45,0,0
2020,2,26,18,0,0,0
2020,2,26,18,15,0,0
2020,2,26,18,30,0,0
2020,2,26,18,45,0,0
2020,2,26,19,0,0,0
2020,2,26,19,15,0,0
2020,2,26,19,30,0,0
2020,2,26,19,45,0,0
2020,2,26,20,0,0,0
2020,2,26,20,15,0,0
2020,2,26,20,30,0,0
2020,2,26,20,45,0,0
2020,2,26,21,0,0,0
2020,2,26,21,15,0,0
2020,2,26,21,30,0,0
2020,2,26,21,45,0,0
2020,2,26,22,0,0,0
2020,2,26,22,15,0,0
2020,2,26,22,30,0,0
2020,2,26,22,45,0,0
2020,2,26,23,0,0,0
2020,2,26,23,15,0,0
2020,2,26,23,30,0,0
2020,2,26,23,45,0,0
2020,2,27,0,0,0,0
2020,2,27,0,15,0,0
2020,2,27,0,30,0,0
2020,2,27,0,45,0,0
2020,2,27,1,0,0,0
2020,2,27,1,15,0,0
2020,2,27,1,30,0,0
2020,2,27,1,45,0,0
2020,2,27,2,0,0,0
2020,2,27,2,15,0,0
2020,2,27,2,30,0,0
2020,2,27,2,45,0,0
2020,2,27,3,0,0,0
2020,2,27,3,15,0,0
2020,2,27,3,30,0,0
2020,2,27,3,45,0,0
2020,2,27,4,0,0,0
2020,2,27,4,15,0,0
2020,2,27,4,30,0,0
2020,2,27,4,45,0,0
2020,2,27,5,0,0,0
2020,2,27,5,15,0,0
2020,2,27,5,30,0,0
2020,2,27,5,45,0,0
2020,2,27,6,0,0,0
2020,2,27,6,15,0,0
2020,2,27,6,30,0,0
2020,2,27,6,45,5,0
2020,2,27,7,0,12,0
2020,2,27,7,15,34,0
2020,2,27,7,30,37,0
2020,2,27,7,45,78,9
2020,2,27,8,0,84,0
2020,2,27,8,15,10,0
2020,2,27,8,30,11,0
2020,2,27,8,45,42,0
2020,2,27,9,0,25,0
2020,2,27,9,15,50,0
2020,2,27,9,30,96,0
2020,2,27,9,45,188,14
2020,2,27,10,0,282,88
2020,2,27,10,15,366,208
2020,2,27,10,30,605,891
2020,2,27,10,45,262,36
2020,2,27,11,0,365,133
2020,2,27,11,15,664,916
2020,2,27,11,30,675,919
2020,2,27,11,45,684,930
2020,2,27,12,0,512,389
2020,2,27,12,15,686,931
2020,2,27,12,30,438,225
2020,2,27,12,45,675,935
2020,2,27,13,0,662,931
2020,2,27,13,15,466,352
2020,2,27,13,30,626,919
2020,2,27,13,45,416,301
2020,2,27,14,0,576,904
2020,2,27,14,15,546,891
2020,2,27,14,30,513,877
2020,2,27,14,45,482,873
2020,2,27,15,0,442,853
2020,2,27,15,15,401,830
2020,2,27,15,30,357,802
2020,2,27,15,45,313,775
2020,2,27,16,0,267,735
2020,2,27,16,15,222,696
2020,2,27,16,30,174,635
2020,2,27,16,45,76,135
2020,2,27,17,0,45,65
2020,2,27,17,15,44,320
2020,2,27,17,30,5,0
2020,2,27,17,45,0,0
2020,2,27,18,0,0,0
2020,2,27,18,15,0,0
2020,2,27,18,30,0,0
2020,2,27,18,45,0,0
2020,2,27,19,0,0,0
2020,2,27,19,15,0,0
2020,2,27,19,30,0,0
2020,2,27,19,45,0,0
2020,2,27,20,0,0,0
2020,2,27,20,15,0,0
2020,2,27,20,30,0,0
2020,2,27,20,45,0,0
2020,2,27,21,0,0,0
2020,2,27,21,15,0,0
2020,2,27,21,30,0,0
2020,2,27,21,45,0,0
2020,2,27,22,0,0,0
2020,2,27,22,15,0,0
2020,2,27,22,30,0,0
2020,2,27,22,45,0,0
2020,2,27,23,0,0,0
2020,2,27,23,15,0,0
2020,2,27,23,30,0,0
2020,2,27,23,45,0,0
2020,2,28,0,0,0,0
2020,2,28,0,15,0,0
2020,2,28,0,30,0,0
2020,2,28,0,45,0,0
2020,2,28,1,0,0,0
2020,2,28,1,15,0,0
2020,2,28,1,30,0,0
2020,2,28,1,45,0,0
2020,2,28,2,0,0,0
2020,2,28,2,15,0,0
2020,2,28,2,30,0,0
2020,2,28,2,45,0,0
2020,2,28,3,0,0,0
2020,2,28,3,15,0,0
2020,2,28,3,30,0,0
2020,2,28,3,45,0,0
2020,2,28,4,0,0,0
2020,2,28,4,15,0,0
2020,2,28,4,30,0,0
2020,2,28,4,45,0,0
2020,2,28,5,0,0,0
2020,2,28,5,15,0,0
2020,2,28,5,30,0,0
2020,2,28,5,45,0,0
2020,2,28,6,0,0,0
2020,2,28,6,15,0,0
2020,2,28,6,30,0,0
2020,2,28,6,45,27,229
2020,2,28,7,0,61,389
2020,2,28,7,15,60,108
2020,2,28,7,30,83,102
2020,2,28,7,45,101,82
2020,2,28,8,0,145,170
2020,2,28,8,15,293,765
2020,2,28,8,30,339,802
2020,2,28,8,45,384,834
2020,2,28,9,0,427,859
2020,2,28,9,15,468,880
2020,2,28,9,30,506,898
2020,2,28,9,45,543,918
2020,2,28,10,0,575,931
2020,2,28,10,15,449,424
2020,2,28,10,30,462,403
2020,2,28,10,45,425,261
2020,2,28,11,0,354,114
2020,2,28,11,15,320,68
2020,2,28,11,30,260,26
2020,2,28,11,45,322,63
2020,2,28,12,0,260,24
2020,2,28,12,15,344,81
2020,2,28,12,30,387,136
2020,2,28,12,45,410,180
2020,2,28,13,0,431,234
2020,2,28,13,15,388,172
2020,2,28,13,30,409,238
2020,2,28,13,45,389,228
2020,2,28,14,0,311,113
2020,2,28,14,15,311,141
2020,2,28,14,30,207,28
2020,2,28,14,45,183,20
2020,2,28,15,0,157,9
2020,2,28,15,15,118,0
2020,2,28,15,30,150,29
2020,2,28,15,45,99,0
2020,2,28,16,0,169,205
2020,2,28,16,15,141,202
2020,2,28,16,30,102,129
2020,2,28,16,45,76,123
2020,2,28,17,0,47,67
2020,2,28,17,15,48,384
2020,2,28,17,30,6,0
2020,2,28,17,45,0,0
2020,2,28,18,0,0,0
2020,2,28,18,15,0,0
2020,2,28,18,30,0,0
2020,2,28,18,45,0,0
2020,2,28,19,0,0,0
2020,2,28,19,15,0,0
2020,2,28,19,30,0,0
2020,2,28,19,45,0,0
2020,2,28,20,0,0,0
2020,2,28,20,15,0,0
2020,2,28,20,30,0,0
2020,2,28,20,45,0,0
2020,2,28,21,0,0,0
2020,2,28,21,15,0,0
2020,2,28,21,30,0,0
2020,2,28,21,45,0,0
2020,2,28,22,0,0,0
2020,2,28,22,15,0,0
2020,2,28,22,30,0,0
2020,2,28,22,45,0,0
2020,2,28,23,0,0,0
2020,2,28,23,15,0,0
2020,2,28,23,30,0,0
2020,2,28,23,45,0,0
2020,3,1,0,0,0,0
2020,3,1,0,15,0,0
2020,3,1,0,30,0,0
2020,3,1,0,45,0,0
2020,3,1,1,0,0,0
2020,3,1,1,15,0,0
2020,3,1,1,30,0,0
2020,3,1,1,45,0,0
2020,3,1,2,0,0,0
2020,3,1,2,15,0,0
2020,3,1,2,30,0,0
2020,3,1,2,45,0,0
2020,3,1,3,0,0,0
2020,3,1,3,15,0,0
2020,3,1,3,30,0,0
2020,3,1,3,45,0,0
2020,3,1,4,0,0,0
2020,3,1,4,15,0,0
2020,3,1,4,30,0,0
2020,3,1,4,45,0,0
2020,3,1,5,0,0,0
2020,3,1,5,15,0,0
2020,3,1,5,30,0,0
2020,3,1,5,45,0,0
2020,3,1,6,0,0,0
2020,3,1,6,15,0,0
2020,3,1,6,30,0,0
2020,3,1,6,45,16,0
2020,3,1,7,0,34,21
2020,3,1,7,15,63,89
2020,3,1,7,30,101,186
2020,3,1,7,45,127,178
2020,3,1,8,0,133,95
2020,3,1,8,15,179,173
2020,3,1,8,30,188,120
2020,3,1,8,45,238,197
2020,3,1,9,0,268,208
2020,3,1,9,15,484,914
2020,3,1,9,30,523,931
2020,3,1,9,45,559,947
2020,3,1,10,0,591,959
2020,3,1,10,15,620,969
2020,3,1,10,30,646,977
2020,3,1,10,45,669,988
2020,3,1,11,0,687,993
2020,3,1,11,15,702,997
2020,3,1,11,30,713,1000
2020,3,1,11,45,720,1002
2020,3,1,12,0,723,1003
2020,3,1,12,15,722,1003
2020,3,1,12,30,717,1001
2020,3,1,12,45,708,997
2020,3,1,13,0,696,993
2020,3,1,13,15,679,988
2020,3,1,13,30,659,982
2020,3,1,13,45,635,975
2020,3,1,14,0,608,966
2020,3,1,14,15,577,956
2020,3,1,14,30,543,943
2020,3,1,14,45,507,930
2020,3,1,15,0,467,912
2020,3,1,15,15,425,892
2020,3,1,15,30,381,868
2020,3,1,15,45,335,843
2020,3,1,16,0,288,808
2020,3,1,16,15,240,765
2020,3,1,16,30,191,713
2020,3,1,16,45,146,661
2020,3,1,17,0,99,573
2020,3,1,17,15,57,454
2020,3,1,17,30,22,285
2020,3,1,17,45,0,0
2020,3,1,18,0,0,0
2020,3,1,18,15,0,0
2020,3,1,18,30,0,0
2020,3,1,18,45,0,0
2020,3,1,19,0,0,0
2020,3,1,19,15,0,0
2020,3,1,19,30,0,0
2020,3,1,19,45,0,0
2020,3,1,20,0,0,0
2020,3,1,20,15,0,0
2020,3,1,20,30,0,0
2020,3,1,20,45,0,0
2020,3,1,21,0,0,0
2020,3,1,21,15,0,0
2020,3,1,21,30,0,0
2020,3,1,21,45,0,0
2020,3,1,22,0,0,0
2020,3,1,22,15,0,0
2020,3,1,22,30,0,0
2020,3,1,22,45,0,0
2020,3,1,23,0,0,0
2020,3,1,23,15,0,0
2020,3,1,23,30,0,0
2020,3,1,23,45,0,0
2020,3,2,0,0,0,0
2020,3,2,0,15,0,0
2020,3,2,0,30,0,0
2020,3,2,0,45,0,0
2020,3,2,1,0,0,0
2020,3,2,1,15,0,0
2020,3,2,1,30,0,0
2020,3,2,1,45,0,0
2020,3,2,2,0,0,0
2020,3,2,2,15,0,0
2020,3,2,2,30,0,0
2020,3,2,2,45,0,0
2020,3,2,3,0,0,0
2020,3,2,3,15,0,0
2020,3,2,3,30,0,0
2020,3,2,3,45,0,0
2020,3,2,4,0,0,0
2020,3,2,4,15,0,0
2020,3,2,4,30,0,0
2020,3,2,4,45,0,0
2020,3,2,5,0,0,0
2020,3,2,5,15,0,0
2020,3,2,5,30,0,0
2020,3,2,5,45,0,0
2020,3,2,6,0,0,0
2020,3,2,6,15,0,0
2020,3,2,6,30,0,0
2020,3,2,6,45,32,195
2020,3,2,7,0,67,324
2020,3,2,7,15,35,0
2020,3,2,7,30,69,10
2020,3,2,7,45,100,48
2020,3,2,8,0,118,43
2020,3,2,8,15,39,0
2020,3,2,8,30,135,14
2020,3,2,8,45,96,0
2020,3,2,9,0,69,0
2020,3,2,9,15,262,126
2020,3,2,9,30,289,138
2020,3,2,9,45,327,175
2020,3,2,10,0,367,217
2020,3,2,10,15,377,200
2020,3,2,10,30,389,191
2020,3,2,10,45,321,76
2020,3,2,11,0,405,174
2020,3,2,11,15,339,78
2020,3,2,11,30,470,267
2020,3,2,11,45,682,893
2020,3,2,12,0,502,323
2020,3,2,12,15,517,360
2020,3,2,12,30,359,89
2020,3,2,12,45,517,386
2020,3,2,13,0,658,885
2020,3,2,13,15,642,879
2020,3,2,13,30,623,872
2020,3,2,13,45,603,878
2020,3,2,14,0,577,868
2020,3,2,14,15,547,856
2020,3,2,14,30,514,842
2020,3,2,14,45,480,832
2020,3,2,15,0,442,812
2020,3,2,15,15,401,789
2020,3,2,15,30,359,762
2020,3,2,15,45,314,725
2020,3,2,16,0,269,686
2020,3,2,16,15,149,203
2020,3,2,16,30,110,138
2020,3,2,16,45,87,154
2020,3,2,17,0,49,43
2020,3,2,17,15,23,0
2020,3,2,17,30,8,0
2020,3,2,17,45,0,0
2020,3,2,18,0,0,0
2020,3,2,18,15,0,0
2020,3,2,18,30,0,0
2020,3,2,18,45,0,0
2020,3,2,19,0,0,0
2020,3,2,19,15,0,0
2020,3,2,19,30,0,0
2020,3,2,19,45,0,0
2020,3,2,20,0,0,0
2020,3,2,20,15,0,0
2020,3,2,20,30,0,0
2020,3,2,20,45,0,0
2020,3,2,21,0,0,0
2020,3,2,21,15,0,0
2020,3,2,21,30,0,0
2020,3,2,21,45,0,0
2020,3,2,22,0,0,0
2020,3,2,22,15,0,0
2020,3,2,22,30,0,0
2020,3,2,22,45,0,0
2020,3,2,23,0,0,0
2020,3,2,23,15,0,0
2020,3,2,23,30,0,0
2020,3,2,23,45,0,0
2020,3,3,0,0,0,0
2020,3,3,0,15,0,0
2020,3,3,0,30,0,0
2020,3,3,0,45,0,0
2020,3,3,1,0,0,0
2020,3,3,1,15,0,0
2020,3,3,1,30,0,0
2020,3,3,1,45,0,0
2020,3,3,2,0,0,0
2020,3,3,2,15,0,0
2020,3,3,2,30,0,0
2020,3,3,2,45,0,0
2020,3,3,3,0,0,0
2020,3,3,3,15,0,0
2020,3,3,3,30,0,0
2020,3,3,3,45,0,0
2020,3,3,4,0,0,0
2020,3,3,4,15,0,0
2020,3,3,4,30,0,0
2020,3,3,4,45,0,0
2020,3,3,5,0,0,0
2020,3,3,5,15,0,0
2020,3,3,5,30,0,0
2020,3,3,5,45,0,0
2020,3,3,6,0,0,0
2020,3,3,6,15,0,0
2020,3,3,6,30,0,0
2020,3,3,6,45,33,160
2020,3,3,7,0,68,277
2020,3,3,7,15,107,375
2020,3,3,7,30,151,458
2020,3,3,7,45,198,546
2020,3,3,8,0,40,0
2020,3,3,8,15,172,124
2020,3,3,8,30,230,235
2020,3,3,8,45,259,239
2020,3,3,9,0,305,300
2020,3,3,9,15,390,514
2020,3,3,9,30,496,800
2020,3,3,9,45,442,494
2020,3,3,10,0,569,871
2020,3,3,10,15,597,882
2020,3,3,10,30,622,891
2020,3,3,10,45,644,899
2020,3,3,11,0,662,905
2020,3,3,11,15,676,910
2020,3,3,11,30,523,379
2020,3,3,11,45,539,409
2020,3,3,12,0,516,343
2020,3,3,12,15,424,164
2020,3,3,12,30,464,239
2020,3,3,12,45,422,175
2020,3,3,13,0,472,287
2020,3,3,13,15,421,204
2020,3,3,13,30,311,68
2020,3,3,13,45,344,121
2020,3,3,14,0,307,92
2020,3,3,14,15,246,43
2020,3,3,14,30,125,0
2020,3,3,14,45,219,44
2020,3,3,15,0,342,382
2020,3,3,15,15,165,21
2020,3,3,15,30,115,0
2020,3,3,15,45,107,0
2020,3,3,16,0,24,0
2020,3,3,16,15,64,0
2020,3,3,16,30,9,0
2020,3,3,16,45,43,0
2020,3,3,17,0,23,0
2020,3,3,17,15,3,0
2020,3,3,17,30,4,0
2020,3,3,17,45,0,0
2020,3,3,18,0,0,0
2020,3,3,18,15,0,0
2020,3,3,18,30,0,0
2020,3,3,18,45,0,0
2020,3,3,19,0,0,0
2020,3,3,19,15,0,0
2020,3,3,19,30,0,0
2020,3,3,19,45,0,0
2020,3,3,20,0,0,0
2020,3,3,20,15,0,0
2020,3,3,20,30,0,0
2020,3,3,20,45,0,0
2020,3,3,21,0,0,0
2020,3,3,21,15,0,0
2020,3,3,21,30,0,0
2020,3,3,21,45,0,0
2020,3,3,22,0,0,0
2020,3,3,22,15,0,0
2020,3,3,22,30,0,0
2020,3,3,22,45,0,0
2020,3,3,23,0,0,0
2020,3,3,23,15,0,0
2020,3,3,23,30,0,0
2020,3,3,23,45,0,0
2020,3,4,0,0,0,0
2020,3,4,0,15,0,0
2020,3,4,0,30,0,0
2020,3,4,0,45,0,0
2020,3,4,1,0,0,0
2020,3,4,1,15,0,0
2020,3,4,1,30,0,0
2020,3,4,1,45,0,0
2020,3,4,2,0,0,0
2020,3,4,2,15,0,0
2020,3,4,2,30,0,0
2020,3,4,2,45,0,0
2020,3,4,3,0,0,0
2020,3,4,3,15,0,0
2020,3,4,3,30,0,0
2020,3,4,3,45,0,0
2020,3,4,4,0,0,0
2020,3,4,4,15,0,0
2020,3,4,4,30,0,0
2020,3,4,4,45,0,0
2020,3,4,5,0,0,0
2020,3,4,5,15,0,0
2020,3,4,5,30,0,0
2020,3,4,5,45,0,0
2020,3,4,6,0,0,0
2020,3,4,6,15,0,0
2020,3,4,6,30,3,0
2020,3,4,6,45,19,0
2020,3,4,7,0,40,19
2020,3,4,7,15,16,0
2020,3,4,7,30,18,0
2020,3,4,7,45,59,0
2020,3,4,8,0,68,0
2020,3,4,8,15,32,0
2020,3,4,8,30,25,0
2020,3,4,8,45,34,0
2020,3,4,9,0,25,0
2020,3,4,9,15,483,833
2020,3,4,9,30,239,54
2020,3,4,9,45,264,64
2020,3,4,10,0,373,212
2020,3,4,10,15,374,177
2020,3,4,10,30,121,0
2020,3,4,10,45,497,385
2020,3,4,11,0,688,942
2020,3,4,11,15,514,365
2020,3,4,11,30,529,383
2020,3,4,11,45,721,957
2020,3,4,12,0,723,957
2020,3,4,12,15,722,957
2020,3,4,12,30,538,401
2020,3,4,12,45,708,952
2020,3,4,13,0,696,948
2020,3,4,13,15,489,346
2020,3,4,13,30,659,936
2020,3,4,13,45,446,318
2020,3,4,14,0,609,928
2020,3,4,14,15,579,917
2020,3,4,14,30,454,598
2020,3,4,14,45,411,523
2020,3,4,15,0,311,265
2020,3,4,15,15,290,285
2020,3,4,15,30,384,828
2020,3,4,15,45,335,782
2020,3,4,16,0,289,746
2020,3,4,16,15,241,702
2020,3,4,16,30,193,647
2020,3,4,16,45,143,541
2020,3,4,17,0,99,452
2020,3,4,17,15,58,336
2020,3,4,17,30,25,186
2020,3,4,17,45,0,0
2020,3,4,18,0,0,0
2020,3,4,18,15,0,0
2020,3,4,18,30,0,0
2020,3,4,18,45,0,0
2020,3,4,19,0,0,0
2020,3,4,19,15,0,0
2020,3,4,19,30,0,0
2020,3,4,19,45,0,0
2020,3,4,20,0,0,0
2020,3,4,20,15,0,0
2020,3,4,20,30,0,0
2020,3,4,20,45,0,0
2020,3,4,21,0,0,0
2020,3,4,21,15,0,0
2020,3,4,21,30,0,0
2020,3,4,21,45,0,0
2020,3,4,22,0,0,0
2020,3,4,22,15,0,0
2020,3,4,22,30,0,0
2020,3,4,22,45,0,0
2020,3,4,23,0,0,0
2020,3,4,23,15,0,0
2020,3,4,23,30,0,0
2020,3,4,23,45,0,0
2020,3,5,0,0,0,0
2020,3,5,0,15,0,0
2020,3,5,0,30,0,0
2020,3,5,0,45,0,0
2020,3,5,1,0,0,0
2020,3,5,1,15,0,0
2020,3,5,1,30,0,0
2020,3,5,1,45,0,0
2020,3,5,2,0,0,0
2020,3,5,2,15,0,0
2020,3,5,2,30,0,0
2020,3,5,2,45,0,0
2020,3,5,3,0,0,0
2020,3,5,3,15,0,0
2020,3,5,3,30,0,0
2020,3,5,3,45,0,0
2020,3,5,4,0,0,0
2020,3,5,4,15,0,0
2020,3,5,4,30,0,0
2020,3,5,4,45,0,0
2020,3,5,5,0,0,0
2020,3,5,5,15,0,0
2020,3,5,5,30,0,0
2020,3,5,5,45,0,0
2020,3,5,6,0,0,0
2020,3,5,6,15,0,0
2020,3,5,6,30,6,0
2020,3,5,6,45,16,0
2020,3,5,7,0,3,0
2020,3,5,7,15,68,57
2020,3,5,7,30,73,5
2020,3,5,7,45,233,726
2020,3,5,8,0,282,772
2020,3,5,8,15,330,810
2020,3,5,8,30,377,841
2020,3,5,8,45,423,875
2020,3,5,9,0,466,896
2020,3,5,9,15,507,914
2020,3,5,9,30,545,930
2020,3,5,9,45,581,946
2020,3,5,10,0,613,957
2020,3,5,10,15,642,966
2020,3,5,10,30,667,974
2020,3,5,10,45,690,983
2020,3,5,11,0,708,988
2020,3,5,11,15,723,992
2020,3,5,11,30,733,995
2020,3,5,11,45,740,998
2020,3,5,12,0,743,998
2020,3,5,12,15,519,334
2020,3,5,12,30,737,997
2020,3,5,12,45,728,996
2020,3,5,13,0,715,992
2020,3,5,13,15,698,988
2020,3,5,13,30,678,982
2020,3,5,13,45,654,975
2020,3,5,14,0,626,966
2020,3,5,14,15,595,956
2020,3,5,14,30,561,944
2020,3,5,14,45,524,928
2020,3,5,15,0,484,912
2020,3,5,15,15,442,892
2020,3,5,15,30,398,869
2020,3,5,15,45,352,840
2020,3,5,16,0,304,806
2020,3,5,16,15,256,766
2020,3,5,16,30,207,715
2020,3,5,16,45,158,647
2020,3,5,17,0,111,564
2020,3,5,17,15,67,455
2020,3,5,17,30,31,303
2020,3,5,17,45,0,0
2020,3,5,18,0,0,0
2020,3,5,18,15,0,0
2020,3,5,18,30,0,0
2020,3,5,18,45,0,0
2020,3,5,19,0,0,0
2020,3,5,19,15,0,0
2020,3,5,19,30,0,0
2020,3,5,19,45,0,0
2020,3,5,20,0,0,0
2020,3,5,20,15,0,0
2020,3,5,20,30,0,0
2020,3,5,20,45,0,0
2020,3,5,21,0,0,0
2020,3,5,21,15,0,0
2020,3,5,21,30,0,0
2020,3,5,21,45,0,0
2020,3,5,22,0,0,0
2020,3,5,22,15,0,0
2020,3,5,22,30,0,0
2020,3,5,22,45,0,0
2020,3,5,23,0,0,0
2020,3,5,23,15,0,0
2020,3,5,23,30,0,0
2020,3,5,23,45,0,0
2020,3,6,0,0,0,0
2020,3,6,0,15,0,0
2020,3,6,0,30,0,0
2020,3,6,0,45,0,0
2020,3,6,1,0,0,0
2020,3,6,1,15,0,0
2020,3,6,1,30,0,0
2020,3,6,1,45,0,0
2020,3,6,2,0,0,0
2020,3,6,2,15,0,0
2020,3,6,2,30,0,0
2020,3,6,2,45,0,0
2020,3,6,3,0,0,0
2020,3,6,3,15,0,0
2020,3,6,3,30,0,0
2020,3,6,3,45,0,0
2020,3,6,4,0,0,0
2020,3,6,4,15,0,0
2020,3,6,4,30,0,0
2020,3,6,4,45,0,0
2020,3,6,5,0,0,0
2020,3,6,5,15,0,0
2020,3,6,5,30,0,0
2020,3,6,5,45,0,0
2020,3,6,6,0,0,0
2020,3,6,6,15,0,0
2020,3,6,6,30,9,0
2020,3,6,6,45,26,8
2020,3,6,7,0,91,468
2020,3,6,7,15,136,562
2020,3,6,7,30,183,636
2020,3,6,7,45,233,707
2020,3,6,8,0,282,753
2020,3,6,8,15,329,791
2020,3,6,8,30,376,822
2020,3,6,8,45,421,850
2020,3,6,9,0,464,872
2020,3,6,9,15,505,891
2020,3,6,9,30,542,907
2020,3,6,9,45,576,913
2020,3,6,10,0,492,546
2020,3,6,10,15,637,935
2020,3,6,10,30,663,943
2020,3,6,10,45,465,285
2020,3,6,11,0,524,397
2020,3,6,11,15,514,344
2020,3,6,11,30,428,162
2020,3,6,11,45,397,115
2020,3,6,12,0,204,7
2020,3,6,12,15,244,15
2020,3,6,12,30,163,1
2020,3,6,12,45,127,0
2020,3,6,13,0,185,4
2020,3,6,13,15,106,0
2020,3,6,13,30,143,0
2020,3,6,13,45,38,0
2020,3,6,14,0,15,0
2020,3,6,14,15,29,0
2020,3,6,14,30,39,0
2020,3,6,14,45,53,0
2020,3,6,15,0,31,0
2020,3,6,15,15,22,0
2020,3,6,15,30,26,0
2020,3,6,15,45,14,0
2020,3,6,16,0,38,0
2020,3,6,16,15,9,0
2020,3,6,16,30,19,0
2020,3,6,16,45,16,0
2020,3,6,17,0,12,0
2020,3,6,17,15,12,0
2020,3,6,17,30,6,0
2020,3,6,17,45,0,0
2020,3,6,18,0,0,0
2020,3,6,18,15,0,0
2020,3,6,18,30,0,0
2020,3,6,18,45,0,0
2020,3,6,19,0,0,0
2020,3,6,19,15,0,0
2020,3,6,19,30,0,0
2020,3,6,19,45,0,0
2020,3,6,20,0,0,0
2020,3,6,20,15,0,0
2020,3,6,20,30,0,0
2020,3,6,20,45,0,0
2020,3,6,21,0,0,0
2020,3,6,21,15,0,0
2020,3,6,21,30,0,0
2020,3,6,21,45,0,0
2020,3,6,22,0,0,0
2020,3,6,22,15,0,0
2020,3,6,22,30,0,0
2020,3,6,22,45,0,0
2020,3,6,23,0,0,0
2020,3,6,23,15,0,0
2020,3,6,23,30,0,0
2020,3,6,23,45,0,0
2020,3,7,0,0,0,0
2020,3,7,0,15,0,0
2020,3,7,0,30,0,0
2020,3,7,0,45,0,0
2020,3,7,1,0,0,0
2020,3,7,1,15,0,0
2020,3,7,1,30,0,0
2020,3,7,1,45,0,0
2020,3,7,2,0,0,0
2020,3,7,2,15,0,0
2020,3,7,2,30,0,0
2020,3,7,2,45,0,0
2020,3,7,3,0,0,0
2020,3,7,3,15,0,0
2020,3,7,3,30,0,0
2020,3,7,3,45,0,0
2020,3,7,4,0,0,0
2020,3,7,4,15,0,0
2020,3,7,4,30,0,0
2020,3,7,4,45,0,0
2020,3,7,5,0,0,0
2020,3,7,5,15,0,0
2020,3,7,5,30,0,0
2020,3,7,5,45,0,0
2020,3,7,6,0,0,0
2020,3,7,6,15,0,0
2020,3,7,6,30,24,250
2020,3,7,6,45,60,445
2020,3,7,7,0,104,563
2020,3,7,7,15,151,650
2020,3,7,7,30,201,717
2020,3,7,7,45,252,782
2020,3,7,8,0,301,824
